SubjectID,Trial,SpatialCond,isTargetLeft,isLowLeft,TargetNum,TargetTime,ResponseTime
p003,ild-fmri-2,ILD10,False,False,2,        14.799999999999999,21.95,15.494,22.69
p003,ild-fmri-2,ITD500,False,False,3,        3.3,5.85,21.7,4.246,6.586,22.438
p003,ild-fmri-2,ILD10,True,False,2,        15.049999999999999,19.65,20.226
p003,ild-fmri-2,ITD500,False,False,2,        10.45,17.349999999999998,11.085
p003,ild-fmri-2,ILD10,False,True,2,        10.45,17.099999999999998,11.398,17.827
p003,ild-fmri-2,ITD500,True,True,1,        10.45,11.559
p003,ild-fmri-2,ILD10,False,False,1,        14.799999999999999,16.19
p003,ild-fmri-2,ITD500,True,False,2,        5.6,21.95,6.301,22.567
p003,ild-fmri-2,ILD10,True,True,2,        10.2,15.049999999999999,11.126,15.927
p003,ild-fmri-2,ITD500,False,True,3,        12.75,17.099999999999998,19.4,13.538,18.457,21.086
p003,ild-fmri-2,ITD500,True,True,2,        1.25,17.099999999999998,17.707
p003,ild-fmri-2,ILD10,False,False,3,        3.55,8.149999999999999,21.95,4.228,9.517,22.749
p003,ild-fmri-2,ITD500,True,False,1,        10.45,6.536,11.23
p003,ild-fmri-2,ILD10,True,True,2,        5.85,12.75,6.751,13.44
p003,ild-fmri-2,ILD10,True,False,3,        5.85,12.5,21.7,6.479,13.419,22.427
p003,ild-fmri-2,ITD500,False,False,2,        3.3,7.8999999999999995,4.037,9.238
p003,ild-fmri-2,ITD500,False,True,3,        3.3,12.5,21.7,4.129,13.365,22.256
p003,ild-fmri-2,ILD10,False,True,3,        12.75,14.799999999999999,21.7,13.508,16.169,22.355
p003,ild-fmri-2,ILD10,False,False,1,        21.7,22.316
p003,ild-fmri-2,ITD500,True,True,1,        10.45,11.122
p003,ild-fmri-2,ITD500,True,False,1,        1.0,
p003,ild-fmri-2,ILD10,False,True,2,        1.25,15.049999999999999,2.147,15.618
p003,ild-fmri-2,ITD500,False,False,1,        10.2,
p003,ild-fmri-2,ITD500,False,True,3,        3.3,5.6,7.8999999999999995,4.122,6.261,9.671
p003,ild-fmri-2,ILD10,True,True,3,        7.8999999999999995,12.75,15.049999999999999,8.968,13.958
p003,ild-fmri-2,ILD10,True,False,3,        1.25,5.85,8.149999999999999,2.347,6.525,9.095
p003,ild-fmri-2,ITD500,True,False,1,        19.65,20.239
p003,ild-fmri-2,ILD10,True,True,3,        5.85,17.349999999999998,19.65,6.704,18.055
p003,ild-fmri-2,ILD10,False,False,1,        10.2,11.148
p003,ild-fmri-2,ILD10,True,False,3,        7.8999999999999995,19.65,21.95,8.838,20.238,22.592
p003,ild-fmri-2,ILD10,False,True,1,        10.45,11.213
p003,ild-fmri-2,ITD500,False,False,1,        5.85,6.91
p003,ild-fmri-2,ITD500,True,True,1,        10.45,11.271
p003,ild-fmri-2,ITD500,False,True,2,        5.85,17.349999999999998,6.539,17.968
p003,ild-fmri-2,ILD10,False,False,1,        7.8999999999999995,8.741
p003,ild-fmri-2,ILD10,False,True,2,        5.6,12.5,13.127
p003,ild-fmri-2,ITD500,True,True,3,        1.25,12.5,19.4,1.877,13.253,20.368
p003,ild-fmri-2,ITD500,False,False,1,        17.349999999999998,18.061
p003,ild-fmri-2,ITD500,False,True,1,        1.0,1.878
p003,ild-fmri-2,ILD10,True,False,2,        10.2,17.349999999999998,10.862,18.159
p003,ild-fmri-2,ILD10,True,True,2,        8.149999999999999,19.4,8.841,20.302
p003,ild-fmri-2,ITD500,True,False,1,        8.149999999999999,8.774
p003,ild-fmri-2,ITD500,True,False,2,        1.0,3.3,4.215
p003,ild-fmri-2,ILD10,True,True,2,        5.85,19.65,6.475,20.282
p003,ild-fmri-2,ITD500,True,True,2,        17.099999999999998,19.4,17.74,20.179
p003,ild-fmri-2,ITD500,False,False,1,        10.45,11.269
p003,ild-fmri-2,ILD10,True,False,3,        12.75,17.099999999999998,19.4,13.346,18.565
p003,ild-fmri-2,ILD10,False,False,1,        10.2,10.941
p003,ild-fmri-2,ILD10,False,True,1,        1.25,1.929
p003,ild-fmri-2,ITD500,False,True,1,        10.45,11.148
p003,ild-fmri-2,ILD10,True,False,1,        21.7,22.536
p003,ild-fmri-2,ITD500,False,True,3,        7.8999999999999995,12.75,19.4,8.668,13.441,20.418
p003,ild-fmri-2,ITD500,True,False,3,        5.6,17.099999999999998,19.4,6.339,17.799,20.271
p003,ild-fmri-2,ILD10,False,True,3,        3.3,5.6,19.65,4.248,6.407,20.407
p003,ild-fmri-2,ILD10,False,False,2,        3.55,19.65,4.307,20.222
p003,ild-fmri-2,ILD10,True,True,2,        17.349999999999998,19.65,17.992,20.411
p003,ild-fmri-2,ITD500,True,True,1,        19.65,20.404
p003,ild-fmri-2,ITD500,False,False,1,        15.049999999999999,15.785
