SubjectID,Trial,SpatialCond,isTargetLeft,isLowLeft,TargetNum,TargetTime,ResponseTime
p002,ild-fmri-2,ITD500,True,True,2,        12.75,19.4,13.558,20.168
p002,ild-fmri-2,ILD10,True,False,2,        19.65,21.7,20.437,22.536
p002,ild-fmri-2,ILD10,True,False,1,        7.8999999999999995,8.596
p002,ild-fmri-2,ITD500,False,False,3,        1.25,10.45,12.75,1.937,11.221,13.423
p002,ild-fmri-2,ITD500,False,False,1,        8.149999999999999,8.927
p002,ild-fmri-2,ITD500,True,True,2,        3.55,12.5,4.166,13.18
p002,ild-fmri-2,ITD500,False,False,3,        1.25,8.149999999999999,14.799999999999999,2.069,8.92,15.409
p002,ild-fmri-2,ILD10,False,False,3,        3.3,17.349999999999998,21.7,3.921,18.062,22.638
p002,ild-fmri-2,ITD500,False,False,1,        10.2,11.542
p002,ild-fmri-2,ITD500,True,False,3,        7.8999999999999995,10.2,17.099999999999998,8.47,10.892,17.7
p002,ild-fmri-2,ITD500,False,True,2,        12.5,19.4,13.791,20.481
p002,ild-fmri-2,ILD10,True,False,2,        1.0,12.5,1.754,13.251
p002,ild-fmri-2,ITD500,True,True,3,        12.75,15.049999999999999,19.65,13.399,15.768,20.376
p002,ild-fmri-2,ILD10,False,False,2,        3.55,10.45,4.099
p002,ild-fmri-2,ILD10,False,False,2,        17.349999999999998,21.95,18.013,22.554
p002,ild-fmri-2,ILD10,True,True,2,        1.25,15.049999999999999,15.691
p002,ild-fmri-2,ITD500,True,False,1,        5.85,6.477
p002,ild-fmri-2,ILD10,True,True,3,        17.349999999999998,19.4,21.95,4.377,18.087,20.347,20.476,22.699
p002,ild-fmri-2,ILD10,False,True,3,        3.3,12.5,17.099999999999998,13.146,17.707
p002,ild-fmri-2,ITD500,False,False,3,        8.149999999999999,12.5,19.4,8.695,13.549,19.986
p002,ild-fmri-2,ILD10,True,False,2,        3.55,21.7,4.227,22.227
p002,ild-fmri-2,ITD500,True,False,3,        1.25,10.45,14.799999999999999,1.808,8.995,9.475,9.535,11.267,15.36
p002,ild-fmri-2,ILD10,False,True,2,        15.049999999999999,21.95,15.846,22.625
p002,ild-fmri-2,ILD10,True,False,3,        3.3,7.8999999999999995,14.799999999999999,3.887,8.519,15.696
p002,ild-fmri-2,ITD500,False,True,1,        8.149999999999999,9.131
p002,ild-fmri-2,ILD10,False,False,2,        1.0,15.049999999999999,1.584,11.163,15.63
p002,ild-fmri-2,ITD500,False,False,3,        3.55,10.2,12.75,4.391,10.932,13.394,21.608
p002,ild-fmri-2,ITD500,True,False,2,        7.8999999999999995,12.5,8.529,13.496
p002,ild-fmri-2,ITD500,True,True,2,        1.25,19.65,1.867,20.228
p002,ild-fmri-2,ITD500,True,True,2,        14.799999999999999,17.349999999999998,15.67,17.959
p002,ild-fmri-2,ITD500,True,False,3,        10.2,17.099999999999998,21.95,11.009,17.648,22.578
p002,ild-fmri-2,ILD10,False,True,3,        10.2,12.5,15.049999999999999,10.878,12.568,15.814
p002,ild-fmri-2,ILD10,False,False,2,        3.55,5.6,4.24,6.439
p002,ild-fmri-2,ITD500,False,True,2,        5.6,21.95,6.236,22.595
p002,ild-fmri-2,ITD500,True,False,2,        3.55,21.95,1.993,4.197,22.702
p002,ild-fmri-2,ILD10,True,True,1,        7.8999999999999995,8.556,14.954
p002,ild-fmri-2,ITD500,True,False,2,        3.55,10.45,4.085,17.559
p002,ild-fmri-2,ILD10,True,True,3,        1.0,17.349999999999998,21.95,1.669,17.98,22.692
p002,ild-fmri-2,ILD10,False,True,1,        10.45,11.059,17.842
p002,ild-fmri-2,ILD10,False,False,2,        3.55,14.799999999999999,4.147,15.418
p002,ild-fmri-2,ITD500,False,True,2,        8.149999999999999,10.2,8.844,11.125,18.223
p002,ild-fmri-2,ITD500,True,True,2,        14.799999999999999,19.4,15.362,20.053
p002,ild-fmri-2,ILD10,True,False,2,        17.349999999999998,19.4,19.729
p002,ild-fmri-2,ITD500,False,False,1,        21.7,15.852,22.271
p002,ild-fmri-2,ILD10,True,False,1,        5.85,6.53
p002,ild-fmri-2,ITD500,False,True,3,        10.45,14.799999999999999,21.7,11.236,15.467,22.296
p002,ild-fmri-2,ILD10,False,False,2,        3.55,15.049999999999999,4.152,15.854
p002,ild-fmri-2,ITD500,False,True,2,        3.3,19.65,4.107,16.171,20.309
p002,ild-fmri-2,ILD10,False,True,3,        1.0,5.6,12.5,1.648,6.268,13.22
p002,ild-fmri-2,ILD10,True,False,3,        5.85,10.2,17.349999999999998,6.44,10.835,17.969,22.777
p002,ild-fmri-2,ILD10,True,True,3,        10.2,14.799999999999999,19.4,10.967,15.518,19.988
p002,ild-fmri-2,ILD10,True,True,2,        3.55,5.6,4.098,6.238,14.522
p002,ild-fmri-2,ITD500,True,False,3,        3.3,5.6,12.75,3.907,6.317,13.386
p002,ild-fmri-2,ILD10,False,False,3,        10.45,12.75,15.049999999999999,6.397,8.696
p002,ild-fmri-2,ITD500,False,False,1,        17.349999999999998,17.945
p002,ild-fmri-2,ITD500,True,False,1,        7.8999999999999995,8.651
p002,ild-fmri-2,ILD10,True,False,3,        7.8999999999999995,12.5,17.349999999999998,8.56,13.08,18.072
p002,ild-fmri-2,ILD10,False,True,3,        3.3,12.75,21.95,3.811,13.555,22.638
p002,ild-fmri-2,ITD500,False,True,3,        5.85,8.149999999999999,12.5,6.439,8.73,13.491
